1.722, 10.687
2.508, 10.348
3.040, 10.101
3.497, 9.885
4.257, 9.484
5.292, 8.200
4.762, 8.782
5.821, 7.224
6.221, 6.126
6.720, 4.360
7.266, 2.015
7.817, 0.643
8.246, -0.029
8.780, -0.002
9.721, -0.009
