-0.016, 0.353
1.770, 0.423
2.535, 0.450
2.995, 0.539
3.506, 0.627
4.300, 0.880
4.736, 1.119
5.301, 1.388
5.816, 1.808
6.255, 2.272
6.775, 3.022
7.316, 3.502
7.756, 3.952
8.282, 3.273
8.803, 2.113
9.300, 1.119
9.775, 0.336
10.287, 0.545
