10.529, 15.157
9.967, 13.486
9.514, 12.371
8.996, 10.829
8.546, 8.171
7.986, 5.643
7.510, 5.043
6.947, 4.014
6.515, 2.986
6.038, 2.471
5.474, 1.829
5.019, 1.271
4.497, 1.100
3.998, 0.671
