10.525, 8.119
10.004, 6.900
9.548, 6.558
8.984, 5.660
8.507, 4.741
7.986, 3.373
7.465, 3.352
6.966, 2.390
6.511, 2.026
6.012, 1.577
5.469, 1.235
5.036, 0.936
4.428, 0.829
4.016, 0.679
