0	4.7671321747275135	4.7671321747275135	4.7671321747275135	0	0	26.687771794451056	0	0	986.6995722565847
0.01	4.7671321747275135	4.7671321747275135	4.7671321747275135	12572473098634232e-49	2754916717515866e-47	26.687771794451056	5444982075529623e-47	9629219953435862e-46	986.6995722565847
0.02	4.7671321747275135	4.7671321747275135	4.7671321747275135	2509462005012106e-48	5505125234979372e-47	26.687771794451056	10876839524087616e-47	19269787911476278e-46	986.6995722565847
0.03	4.7671321747275135	4.7671321747275135	4.7671321747275135	3743855511727483e-48	8222634615112798e-47	26.687771794451056	16240230192830145e-47	2882400728317503e-45	986.6995722565847
0.04	4.7671321747275135	4.7671321747275135	4.7671321747275135	4960427830009554e-48	10907444857916149e-47	26.687771794451056	2153515408175723e-46	3829187806853213e-45	986.6995722565847
0.05	4.7671321747275135	4.7671321747275135	4.7671321747275135	6159178959858321e-48	1355955596338941e-46	26.687771794451056	26761611190868855e-47	4767340026754757e-45	986.6995722565847
0.06	4.7671321747275135	4.7671321747275135	4.7671321747275135	7340108901273781e-48	16178967931532597e-47	26.687771794451056	31919601520165025e-47	56968573880221326e-46	986.6995722565847
0.07	4.7671321747275135	4.7671321747275135	4.7671321747275135	8503217654255937e-48	18765680762345709e-47	26.687771794451056	3700912506964574e-46	6617739890655348e-45	986.6995722565847
0.08	4.7671321747275135	4.7671321747275135	4.7671321747275135	9648505218804787e-48	2131969445582874e-46	26.687771794451056	4203018183931101e-46	7529987534654393e-45	986.6995722565847
0.09	4.7671321747275135	4.7671321747275135	4.7671321747275135	10775971594920333e-48	2384100901198169e-46	26.687771794451056	4698277182916081e-46	8433600320019271e-45	986.6995722565847
0.1	4.7671321747275135	4.7671321747275135	4.7671321747275135	11885616782602568e-48	26329624430804565e-47	26.687771794451056	5186689503919517e-46	9328578246749987e-45	986.6995722565847
0.11	4.7671321747275135	4.7671321747275135	4.7671321747275135	12977440781851505e-48	28785540712297357e-47	26.687771794451056	5668255146941406e-46	10214921314846536e-45	986.6995722565847
0.12	4.7671321747275135	4.7671321747275135	4.7671321747275135	14051443592667133e-48	31208757856460064e-47	26.687771794451056	6142974111981751e-46	11092629524308918e-45	986.6995722565847
0.13	4.7671321747275135	4.7671321747275135	4.7671321747275135	15107625215049457e-48	33599275863292714e-47	26.687771794451056	6610846399040553e-46	11961702875137135e-45	986.6995722565847
0.14	4.7671321747275135	4.7671321747275135	4.7671321747275135	16145985648998472e-48	35957094732795254e-47	26.687771794451056	70718720081178065e-47	12822141367331183e-45	986.6995722565847
0.15	4.7671321747275135	4.7671321747275135	4.7671321747275135	17166524894514186e-48	3828221446496773e-46	26.687771794451056	7526050939213511e-46	13673945000891063e-45	986.6995722565847
0.16	4.7671321747275135	4.7671321747275135	4.7671321747275135	1816924295159659e-47	4057463505981013e-46	26.687771794451056	7973383192327675e-46	14517113775816788e-45	986.6995722565847
0.17	4.7671321747275135	4.7671321747275135	4.7671321747275135	19154139820245694e-48	4283435651732245e-46	26.687771794451056	8413868767460295e-46	1535164769210834e-44	986.6995722565848
